Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Side,Zipcode,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset
1,6/6/19,6/6/19 14:08,38.900211,-77.002037,R,20002,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day
1,6/6/19,6/6/19 5:24,40.660648,-89.34819,R,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/6/19,6/6/19 16:39,40.706486,-89.461052,R,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/7/19,6/7/19 6:40,40.796959,-74.979897,L,7882,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/7/19,6/7/19 14:47,40.769051,-74.987892,L,7882,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day
1,6/7/19,6/7/19 7:07,38.88969,-76.959747,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/10/19,6/10/19 6:24,38.8694,-76.988411,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/10/19,6/10/19 9:44,38.959599,-77.007027,R,20011,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/10/19,6/10/19 11:46,38.927528,-77.071678,L,20007,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/10/19,6/10/19 11:39,38.88216,-77.027351,R,20024,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/10/19,6/10/19 12:40,38.917168,-76.978096,R,20002,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/11/19,6/11/19 5:46,38.870399,-76.986633,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/11/19,6/11/19 9:17,38.86533,-76.982162,L,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/11/19,6/11/19 9:20,38.830811,-76.988998,R,20032,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/11/19,6/11/19 9:05,38.887058,-77.044937,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/11/19,6/11/19 9:19,38.941799,-76.990242,R,20017,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/11/19,6/11/19 9:10,38.887699,-77.037613,R,20006,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Day
1,6/11/19,6/11/19 10:19,38.887035,-77.050858,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/11/19,6/11/19 9:34,38.86277,-76.992241,R,20020,Clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/11/19,6/11/19 11:52,38.88969,-76.959747,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/11/19,6/11/19 11:45,38.890369,-76.991531,L,20002,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/11/19,6/11/19 20:53,38.903358,-76.94294,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/12/19,6/12/19 8:52,38.895836,-76.952286,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/12/19,6/12/19 9:49,38.870399,-76.986633,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/12/19,6/12/19 9:18,38.830811,-76.988998,R,20032,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/12/19,6/12/19 9:21,38.864231,-76.970787,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/12/19,6/12/19 10:20,38.870178,-76.950638,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/12/19,6/12/19 12:09,38.925591,-76.999496,R,20017,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 7:35,38.887569,-77.031952,R,20004,Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day
1,6/13/19,6/13/19 8:31,38.876492,-77.005852,L,20003,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 8:46,38.91927,-76.991379,L,20018,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/13/19,6/13/19 9:15,38.867401,-76.988632,L,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/13/19,6/13/19 9:17,38.863091,-76.972809,L,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 8:54,38.899269,-76.985489,L,20002,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 9:34,38.94973,-77.075813,L,20016,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 17:37,38.875008,-76.974525,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 9:25,40.66766,-89.425667,L,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 10:57,40.716759,-89.503922,R,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/13/19,6/13/19 11:15,38.93158,-94.526688,R,64137,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/14/19,6/14/19 9:17,40.745251,-74.947487,L,7882,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/14/19,6/14/19 9:20,40.757599,-74.983307,R,7882,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/14/19,6/14/19 8:08,38.844891,-76.97097,L,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/14/19,6/14/19 7:41,38.907391,-77.008911,L,20002,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/14/19,6/14/19 11:08,38.892101,-77.015198,L,20001,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day
1,6/14/19,6/14/19 11:03,38.915001,-77.014267,L,20001,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/17/19,6/17/19 10:06,38.87888,-77.033386,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/17/19,6/17/19 17:56,38.903358,-76.94294,R,20019,Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/17/19,6/17/19 18:16,38.875008,-76.974525,R,20020,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/17/19,6/17/19 22:16,37.160564,-113.468529,R,84780,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/18/19,6/18/19 13:14,40.75338,-74.975342,R,7882,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/18/19,6/18/19 8:35,38.94968,-77.080399,L,20016,Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night
1,6/18/19,6/18/19 6:29,38.875622,-76.961182,L,20019,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night
2,6/18/19,6/18/19 9:19,38.881996,-77.010193,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/18/19,6/18/19 16:19,38.876598,-77.041519,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/18/19,6/18/19 19:26,38.892254,-77.060303,R,20037,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/18/19,6/18/19 18:33,38.875008,-76.974525,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/19/19,6/19/19 10:13,40.750309,-75.007858,R,7882,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/19/19,6/19/19 11:28,38.908909,-77.00457,R,20002,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/19/19,6/19/19 15:58,38.862961,-77.000465,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/19/19,6/19/19 21:51,38.892185,-77.060158,R,20037,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/19/19,6/19/19 19:18,38.881237,-77.029793,R,20024,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/19/19,6/19/19 17:55,38.656128,-87.120842,R,47501,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/20/19,6/20/19 7:04,38.882332,-77.019852,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/20/19,6/20/19 8:08,38.895836,-76.952286,R,20019,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/20/19,6/20/19 9:21,38.862316,-76.997627,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/20/19,6/20/19 8:54,38.879791,-77.031998,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/20/19,6/20/19 11:02,38.904839,-77.029617,R,20005,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/21/19,6/21/19 8:59,38.870399,-76.963097,L,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/21/19,6/21/19 9:18,38.91106,-76.998352,R,20002,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/21/19,6/21/19 9:27,38.87904,-77.033562,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/21/19,6/21/19 9:11,38.8615,-76.99379,R,20020,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/21/19,6/21/19 10:20,38.88427,-76.999519,R,20003,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/21/19,6/21/19 10:32,38.841869,-76.999496,R,20032,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/21/19,6/21/19 12:10,38.90966,-77.031952,R,20005,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day
1,6/21/19,6/21/19 23:18,38.869308,-76.960388,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night
1,6/21/19,6/21/19 22:49,38.890049,-76.937668,L,20019,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night
2,6/24/19,6/24/19 16:24,40.176071,-80.268791,R,15301,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/24/19,6/24/19 7:38,38.85302,-76.98391,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/24/19,6/24/19 8:58,38.88979,-76.948647,L,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/24/19,6/24/19 22:59,38.904308,-76.941864,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/24/19,6/24/19 22:30,38.911949,-76.936707,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/24/19,6/24/19 22:46,38.959599,-77.007027,R,20011,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/24/19,6/24/19 8:57,40.716351,-89.5084,L,61571,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/25/19,6/25/19 8:49,38.912601,-77.009048,L,20002,Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/25/19,6/25/19 9:30,38.903709,-77.005867,L,20002,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/25/19,6/25/19 8:44,38.920231,-77.013527,L,20001,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/25/19,6/25/19 5:28,40.706486,-89.461052,R,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
1,6/25/19,6/25/19 8:24,40.676601,-89.501244,L,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/26/19,6/26/19 10:01,38.89658,-76.957481,R,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/26/19,6/26/19 9:07,38.879791,-77.031998,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/27/19,6/27/19 9:38,38.892078,-77.009979,R,20001,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/26/19,6/26/19 12:18,40.706486,-89.461052,R,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/26/19,6/26/19 8:45,37.16552,-113.45356,R,84780,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/27/19,6/27/19 14:06,40.130459,-80.33506,R,15301,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/27/19,6/27/19 11:39,38.887035,-77.050858,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/27/19,6/27/19 11:24,38.926331,-77.106659,R,20016,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/27/19,6/27/19 11:41,38.958771,-77.001129,R,20011,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,6/27/19,6/27/19 14:52,37.167149,-113.454659,R,84780,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/28/19,6/28/19 7:50,38.889839,-76.947243,L,20019,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,6/28/19,6/28/19 10:02,38.88298,-77.013191,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/28/19,6/28/19 10:22,38.907299,-77.009171,R,20002,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/28/19,6/28/19 10:37,38.914108,-77.016838,R,20001,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/28/19,6/28/19 10:30,38.893318,-77.021919,R,20004,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,6/28/19,6/28/19 11:21,38.966129,-77.027603,L,20011,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,6/28/19,6/28/19 18:09,40.70462,-89.452972,L,61571,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 12:48,40.777309,-75.045578,R,7882,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 7:50,38.907242,-77.031952,L,20005,Clear,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,5/31/19,5/31/19 8:24,38.947182,-77.026779,R,20011,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 9:17,38.912472,-77.066017,R,20007,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 10:53,38.925186,-76.965179,L,20018,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
1,5/31/19,5/31/19 10:38,38.958721,-77.008537,L,20011,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 10:53,38.884682,-76.996155,R,20003,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 16:18,38.896889,-77.00782,R,20002,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day
1,5/31/19,5/31/19 14:13,38.94075,-77.067558,R,20008,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/4/19,5/4/19 15:38,38.9221,-76.96048,L,20018,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/4/19,5/4/19 15:42,38.88969,-76.959747,R,20019,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/6/19,5/6/19 7:37,38.887569,-77.021912,R,20004,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day
1,5/6/19,5/6/19 8:59,38.887569,-77.021912,R,20004,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day
1,5/6/19,5/6/19 11:02,38.82373,-77.00563,L,20032,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,5/6/19,5/6/19 10:33,38.87888,-77.033386,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/6/19,5/6/19 19:04,38.526585,-90.944527,R,63090,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day
1,5/7/19,5/7/19 7:57,38.875008,-76.974525,R,20020,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
2,5/7/19,5/7/19 8:11,38.882332,-77.019852,R,20024,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/7/19,5/7/19 11:58,38.92313,-76.990196,L,20018,Clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/7/19,5/7/19 16:27,38.937592,-77.02449,R,20011,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day
2,5/8/19,5/8/19 11:08,38.87653,-77.041588,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/8/19,5/8/19 13:03,38.882332,-77.020203,R,20024,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/9/19,5/9/19 14:24,38.898899,-77.009064,R,20001,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
1,5/9/19,5/9/19 10:05,33.793953,-82.758469,L,30673,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
